,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
28005,15963611,파스쿠찌,강서NC백화점점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106890000,1,대지,689,,서울특별시 강서구 등촌동 689,115004145069,서울특별시 강서구 강서로56길,17,,1150010200106890000000001,NC강서점,서울특별시 강서구 강서로56길 17,157930,7584.0,,10,,126.840482624445,37.5599197053739
28560,25500012,코지스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400114980000,1,대지,1498,,서울특별시 강서구 가양동 1498,115003115008,서울특별시 강서구 양천로,401,,1150010400100520007000001,강서한강자이타워,서울특별시 강서구 양천로 401,157200,7528.0,,2,,126.847626185028,37.5656931816477
28795,23518492,라떼엔퐁당,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106430051,1,대지,643,51.0,서울특별시 강서구 등촌동 643-51,115004145196,서울특별시 강서구 공항대로53가길,42,,1150010200106430051027241,우진맨션,서울특별시 강서구 공항대로53가길 42,157030,7570.0,,1,,126.858799331371,37.5552416110657
28872,12329867,이디야커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010300,화곡동,1150010300100840004,1,대지,84,4.0,서울특별시 강서구 화곡동 84-4,115003115010,서울특별시 강서구 우현로,15,,1150010300100840004018429,,서울특별시 강서구 우현로 15,157870,7695.0,,1,,126.843611355088,37.5471557251567
29502,12433717,네스카페,홈플러스가양점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060400,가양2동,1150010400,가양동,1150010400100180024,1,대지,18,24.0,서울특별시 강서구 가양동 18-24,115003115008,서울특별시 강서구 양천로,431,,1150010400100180024009682,홈플러스가양점,서울특별시 강서구 양천로 431,157800,7527.0,X,1,,126.84994610305,37.5642561332798
29529,23674574,빽다방방화사거리점,방화사거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900104830005,1,대지,483,5.0,서울특별시 강서구 방화동 483-5,115003115002,서울특별시 강서구 금낭화로,91,2.0,1150010900104830005005047,대승프라자,서울특별시 강서구 금낭화로 91-2,157220,7516.0,,1,,126.811063028353,37.573638084054
29850,25348374,할리스커피,발산역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106460000,1,대지,646,,서울특별시 강서구 내발산동 646,115002005007,서울특별시 강서구 공항대로,284,,1150010600106460000008372,,서울특별시 강서구 공항대로 284,157280,7646.0,,1,,126.839094732759,37.5581850953811
30315,12435371,놀숲,마곡발산점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107950007,1,대지,795,7.0,서울특별시 강서구 마곡동 795-7,115003155054,서울특별시 강서구 마곡중앙6로,93,,1150010500107950007000001,열린프라자,서울특별시 강서구 마곡중앙6로 93,157805,7803.0,,8,,126.837683755903,37.5601264512569
30752,17142621,제일커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107600001,1,대지,760,1.0,서울특별시 강서구 마곡동 760-1,115003155045,서울특별시 강서구 마곡중앙로,161,11.0,1150010500107600001000001,힐스테이트에코마곡나루역라마다앙코르서울,서울특별시 강서구 마곡중앙로 161-11,157805,7788.0,,,,126.826706829266,37.5679379239525
31313,12326267,카페에스크,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300110960009,1,대지,1096,9.0,서울특별시 강서구 화곡동 1096-9,115004145434,서울특별시 강서구 우장산로15길,39,1.0,1150010300110960009014778,,서울특별시 강서구 우장산로15길 39-1,157916,7649.0,,1,,126.850849390749,37.5548221073181
31577,15992785,커피빈,코이라마곡마커스빌딩점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740012,1,대지,774,12.0,서울특별시 강서구 마곡동 774-12,115003155046,서울특별시 강서구 마곡동로,55,,1150010500107740012000001,마커스빌딩,서울특별시 강서구 마곡동로 55,157805,7802.0,,1,,126.833146869391,37.5600096148208
31630,15996292,아마스빈코리아,명덕외고점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106780011,1,대지,678,11.0,서울특별시 강서구 내발산동 678-11,115004145177,서울특별시 강서구 공항대로36길,129,,1150010600106780011009274,,서울특별시 강서구 공항대로36길 129,157829,7632.0,,1,,126.835749671248,37.5527639842509
31735,16627005,너와내가미소,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053000,등촌2동,1150010200,등촌동,1150010200103660142,1,대지,366,142.0,서울특별시 강서구 등촌동 366-142,115004145311,서울특별시 강서구 등촌로51길,29,,1150010200105260024029611,,서울특별시 강서구 등촌로51길 29,157836,7667.0,,1,,126.861666742002,37.5490251224824
32387,16633361,어거스트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102410031,1,대지,241,31.0,서울특별시 강서구 염창동 241-31,115003115008,서울특별시 강서구 양천로,607,,1150010100102410031029484,,서울특별시 강서구 양천로 607,157861,7546.0,,1,,126.865735561265,37.5553444936148
33159,17915526,별이네커피집,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300103400075,1,대지,340,75.0,서울특별시 강서구 화곡동 340-75,115004145125,서울특별시 강서구 곰달래로25길,63,,1150010300103400075012203,,서울특별시 강서구 곰달래로25길 63,157879,7756.0,,1,,126.848089405996,37.5333956374989
33839,25797498,투썸플레이스우장산역점,우장산역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107230002,1,대지,723,2.0,서울특별시 강서구 내발산동 723-2,115003115001,서울특별시 강서구 강서로,259,,1150010600107230002008874,우장산역엠버리움빌딩,서울특별시 강서구 강서로 259,157835,7639.0,,1,,126.83598007726,37.5488647844455
34006,11794241,콩볶는고양이똥,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106470062,1,대지,647,62.0,서울특별시 강서구 등촌동 647-62,115004145205,서울특별시 강서구 공항대로59가길,13,,1150010200106470062026892,,서울특별시 강서구 공항대로59가길 13,157030,7563.0,,1,,126.864620163302,37.5520269754643
34214,11797738,공차화곡역점,화곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300110730010,1,대지,1073,10.0,서울특별시 강서구 화곡동 1073-10,115003005069,서울특별시 강서구 화곡로,142,,1150010300110730010012777,메가박스,서울특별시 강서구 화곡로 142,157010,7715.0,,1,,126.837568986433,37.5405548865621
34936,16667106,온오프커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800100600118,1,대지,60,118.0,서울특별시 강서구 공항동 60-118,115003115006,서울특별시 강서구 송정로,51,,1150010800100600173006225,대성빌딩,서울특별시 강서구 송정로 51,157812,7622.0,,1,,126.810111907132,37.5594192854429
35408,16731990,팔공티롯데슈퍼,방화점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900101870001,1,대지,187,1.0,서울특별시 강서구 방화동 187-1,115004145332,서울특별시 강서구 방화대로34길,83,,1150010900101870001003794,,서울특별시 강서구 방화대로34길 83,157846,7597.0,,1,,126.820918536674,37.5710608837101
35895,16666327,카페오소,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103570045,1,대지,357,45.0,서울특별시 강서구 화곡동 357-45,115003005067,서울특별시 강서구 월정로,128,,1150010300103570045024075,,서울특별시 강서구 월정로 128,157883,7772.0,,1,,126.838188289545,37.5305414709049
36020,25704463,할리스커피,가양점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102400021,1,대지,240,21.0,서울특별시 강서구 염창동 240-21,115003115008,서울특별시 강서구 양천로,583,,1150010100102400021028397,우림블루나인,서울특별시 강서구 양천로 583,157779,7547.0,,25,,126.86432805766,37.5571060005552
37070,23461363,카페벨라노이,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1150010900108290000,1,대지,829,,서울특별시 강서구 방화동 829,115003115002,서울특별시 강서구 금낭화로,287,50.0,1150010900108290000000545,오피앙Ⅱ,서울특별시 강서구 금낭화로 287-50,157220,7510.0,,1,,126.812459774219,37.5783555049378
37200,23433265,커피보니또,등촌점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106300006,1,대지,630,6.0,서울특별시 강서구 등촌동 630-6,115004145415,서울특별시 강서구 양천로60길,19,,1150010200106300006027164,강영빌딩,서울특별시 강서구 양천로60길 19,157030,7550.0,,1,,126.859180393193,37.5577141262971
37231,16733447,팔공티,등촌점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106960000,1,대지,696,,서울특별시 강서구 등촌동 696,115004145183,서울특별시 강서구 공항대로41길,51,,1150010200106960000025433,세신그린코아빌딩,서울특별시 강서구 공항대로41길 51,157930,7586.0,,1,,126.845763651157,37.5602237439063
37535,16630007,카페,팡팡포레키즈,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106810003,1,대지,681,3.0,서울특별시 강서구 등촌동 681-3,115003115001,서울특별시 강서구 강서로,426,,1150010200106810004025440,효성인텔리안,서울특별시 강서구 강서로 426,157930,7582.0,,1,,126.840374095527,37.5632704765023
37536,16629871,커피사피엔스,신방화역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010500,마곡동,1150010500107390002,1,대지,739,2.0,서울특별시 강서구 마곡동 739-2,115003155051,서울특별시 강서구 마곡중앙5로,87,,1150010500107390002000001,우성르보아투,서울특별시 강서구 마곡중앙5로 87,157855,7599.0,,1,,126.817753621941,37.5671818375472
37655,16739180,CoCocafe,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106800006,1,대지,680,6.0,서울특별시 강서구 내발산동 680-6,115004145177,서울특별시 강서구 공항대로36길,126,,1150010600106800006009194,천우명덕아파트,서울특별시 강서구 공항대로36길 126,157829,7633.0,,1,,126.835292840003,37.5530297882716
37915,16669155,타임스터디카페,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010500,마곡동,1150010500107980014,1,대지,798,14.0,서울특별시 강서구 마곡동 798-14,115003155049,서울특별시 강서구 마곡중앙1로,20,,1150010500107980014000001,,서울특별시 강서구 마곡중앙1로 20,157818,7807.0,,4,,126.82471481409,37.5585564075685
38091,16738968,커피드센트레,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800100450099,1,대지,45,99.0,서울특별시 강서구 공항동 45-99,115003115005,서울특별시 강서구 방화동로,12,,1150010800100450099005183,,서울특별시 강서구 방화동로 12,157812,7619.0,,1,,126.809275302965,37.5622040403941
38610,16760097,어라운드스터디카페,화곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110510017,1,대지,1051,17.0,서울특별시 강서구 화곡동 1051-17,115003115001,서울특별시 강서구 강서로,183,,1150010300110510013029913,대사빌딩,서울특별시 강서구 강서로 183,157922,7714.0,A,5,,126.838885987046,37.542460016425
